"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,402.816,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,429.251,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,413.189,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,420.432,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,407.999,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,414.945,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,405.601,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,414.616,,
"XTEXVA01","Exports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,395.735,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,566.91,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,548.986,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,584.436,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,587.84,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,618.623,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,598.142,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,632.694,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,650.425,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,656.469,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,598.25,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,636.932,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,641.171,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,621.179,,
"XTIMVA01","Imports in goods (value)","USA","United States","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,569.064,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,45.87094,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,50.45088,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,57.24895,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,56.88905,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,53.15034,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,54.666,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,59.15192,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,63.26443,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,62.18164,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,51.16798,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,58.28016,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,60.11882,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,55.81653,,
"XTEXVA01","Exports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,49.04949,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,34.375,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,36.04876,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,35.4409,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,39.84097,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,39.41887,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,42.42279,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,41.37781,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,51.545,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,45.88496,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,42.14259,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,41.6253,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,49.82457,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,43.75547,,
"XTIMVA01","Imports in goods (value)","BRA","Brazil","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,43.9501,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,579.818,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,479.72,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,563.25,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,589.04,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,638.156,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,545.691,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,629.39,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,658.345,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,665.953,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,551.165,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,620.1599,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,654.4631,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,672.5211,,
"XTEXVA01","Exports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,477.586,"E","Estimated value"
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,446.332,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,417.77,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,444.28,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,473.35,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,505.092,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,496.872,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,534.713,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,571.956,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,529.235,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,475.036,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,513.7548,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,535.3751,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,544.3663,,
"XTIMVA01","Imports in goods (value)","CHN","China (People's Republic of)","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,464.753,"E","Estimated value"
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,67.48335,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,75.63409,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,71.5387,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,74.21484,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,77.01392,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,80.60549,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,81.95976,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,81.46234,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,80.45983,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,85.99121,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,80.93875,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,78.38407,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,79.65233,,
"XTEXVA01","Exports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,75.02607,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,102.5594,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,106.4562,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,114.1684,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,108.2483,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,120.9224,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,121.3736,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,128.6687,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,132.9319,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,130.6709,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,121.7647,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,129.1163,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,117.9771,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,116.1004,,
"XTIMVA01","Imports in goods (value)","IND","India","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,109.8098,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,40.07901,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,40.73214,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,39.26493,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,43.37927,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,45.45185,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,44.2729,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,43.72089,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,47.08813,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,45.13311,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,40.60569,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,39.73153,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,43.83544,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,43.32433,,
"XTEXVA01","Exports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,41.78644,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,36.95913,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,36.61636,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,35.71473,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,40.1873,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,44.46717,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,43.95852,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,45.09306,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,49.72531,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,49.93435,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,40.66853,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,41.50124,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,43.95127,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,44.60633,,
"XTIMVA01","Imports in goods (value)","IDN","Indonesia","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,39.169,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,82.492,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,82.573,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,83.794,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,84.441,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,102.296,,
