"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,101.529,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,108.774,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,110.438,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,122.388,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,102.621,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,101.433,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,103.362,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,111.268,,
"XTEXVA01","Exports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,87.77,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,55.352,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,48.097,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,58.72,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,63.847,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,67.72,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,57.446,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,63.408,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,62.685,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,65.165,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,55.647,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,61.966,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,65.376,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,71.362,,
"XTIMVA01","Imports in goods (value)","RUS","Russia","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,55.719,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,52.49126,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,55.21029,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,50.59421,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,52.34359,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,63.59753,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,65.29055,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,74.9584,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,76.91511,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,77.37062,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,66.49661,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,68.19008,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,62.95455,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,63.87469,,
"XTEXVA01","Exports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,52.70396,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,33.49758,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,33.52587,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,33.78941,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,33.0276,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,34.17666,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,33.32902,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,35.47194,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,34.13903,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,33.83891,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,34.61818,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,38.12824,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,36.85987,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,34.72842,,
"XTIMVA01","Imports in goods (value)","SAU","Saudi Arabia","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,32.50888,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,20.20564,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,20.26951,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,22.34247,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,22.68538,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,23.7795,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,22.50068,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,23.85548,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,23.86779,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,24.03541,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,20.82378,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,22.56516,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,23.33709,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,23.24363,,
"XTEXVA01","Exports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,21.38904,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,19.71627,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,19.90296,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,20.62401,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,21.18241,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,21.3824,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,24.04189,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,22.51802,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,23.8927,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,22.93432,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,21.14448,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,22.30713,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,22.97263,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,21.72887,,
"XTIMVA01","Imports in goods (value)","ZAF","South Africa","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,19.11229,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,14.101,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,13.936,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,16.935,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,18.328,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,17.738,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,16.918,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,18.015,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,17.196,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,13.353,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,12.166,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,12.988,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,13.307,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,10.663,,
"XTIMVA01","Imports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,9.904,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,14.223,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,12.755,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,15.518,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,15.844,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,14.527,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,14.531,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,15.512,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,15.654,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,16.084,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,14.17,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,16.62,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,17.17,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,17.156,,
"XTEXVA01","Exports in goods (value)","ARG","Argentina","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,13.213,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,1254.456,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,1287.161,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,1333.284,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,1374.565,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,1470.73,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,1538.876,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,1526.028,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,1438.107,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,1489.161,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,1476.295,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,1470.331,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,1407.649,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,1459.792,,
"XTEXVA01","Exports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,1392.79,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","9","Billions",,,1175.791,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","9","Billions",,,1221.646,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","9","Billions",,,1249.842,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","9","Billions",,,1292.331,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","9","Billions",,,1395.616,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","9","Billions",,,1465.101,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","9","Billions",,,1450.985,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","9","Billions",,,1387.921,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","9","Billions",,,1441.42,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","9","Billions",,,1411.939,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","9","Billions",,,1397.88,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","9","Billions",,,1338.207,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","9","Billions",,,1381.293,,
"XTIMVA01","Imports in goods (value)","EU27_2020","European Union – 27 countries (from 01/02/2020)","CXML","US-Dollar converted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","9","Billions",,,1314.867,,
